id,cargo,senioridade,setor,salario,regiao,empresa,modalidade,created_at,updated_at,ano,em_alta,area,especialidade
1548,videomaker,NULL,Marketing,2000.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1549,Videomaker,NULL,Marketing,4501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1550,Videomaker,NULL,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1551,"Analista de Marketing Pleno",pl,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1552,"Analista de Marketplace Sênior",sr,Marketing,5501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1553,"Gestor de tráfego pleno",pl,Marketing,4501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1554,"Coordenador de Eventos",NULL,Marketing,5501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1555,"Coordenador de Eventos Nacionais",NULL,Marketing,4501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1556,"Coordenador de Eventos Corporativos",NULL,Marketing,5501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1557,"Assistente de Coordenação",NULL,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1558,"SUPERVISOR DE SERVIÇOS",NULL,Marketing,6501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1559,"Assistente de Coordenação",NULL,Marketing,2000.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1560,"Analista de Comunicação e Marketing",NULL,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1561,"Analista de Marketing e Comunicação",NULL,Marketing,2000.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1562,"Analista de Comunicação e Marketing",NULL,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1563,"Analista de Comunicação e Marketing",NULL,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1564,"Analista de Endomarketing",NULL,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1565,"Analista de Eventos Pleno",pl,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1566,"Analista de Marketing",NULL,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1567,"Analista de Marketing Pleno",pl,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1568,"Analista de Marketing",NULL,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1569,"Analista de Marketing Pleno",pl,Marketing,6501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1570,"Analista de Marketing",NULL,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1571,"Assistente de Gerenciamento redes sociais",NULL,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1572,"Social Media Manager",NULL,Marketing,4501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1573,"Supervisor de Marketing",NULL,Marketing,4501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1574,"Estrategista Digital",NULL,Marketing,5501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1575,"Especialista em Visual Merchandising Pleno",pl,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1576,"Analista de Marketing",NULL,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1577,"Vendedor Publicitário",NULL,Marketing,8501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1578,"Auxiliar de Atendimento Publicitário",NULL,Marketing,2000.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1579,"Atendimento Publicitário Junior",jr,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1580,"Estágio em Redação Publicitária",NULL,Marketing,2000.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1581,"Assistente Atendimento Publicitário",NULL,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1582,"Analista de Inteligência de Mercado Pleno",pl,Marketing,5501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1583,"Analista de Inteligência de Mercado Júnior",jr,Marketing,5501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1584,"Analista de Inteligência de Mercado Júnior",jr,Marketing,5501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1585,"Analista de Inteligência de Mercado Júnior",jr,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1586,"Analista de Inteligência de Mercado",NULL,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1587,"Analista de Marketing",NULL,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1588,"Analista de Marketing",NULL,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1589,"Consultor de Marketing Digital",NULL,Marketing,4501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1590,"Consultor de Merchandising",NULL,Marketing,2000.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1591,"Consultor Comercial de Marketing",NULL,Marketing,2501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1592,"Analista de Trade Marketing",NULL,Marketing,4501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1593,"Consultor de Visual Merchandising",NULL,Marketing,3501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1594,"Analista de Trade Marketing",NULL,Marketing,4501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1595,"Analista de Trade Marketing",NULL,Marketing,5501.00,SP,NULL,presencial,"2025-02-28 01:56:11","2025-02-28 02:08:04",2025,NULL,NULL,NULL
1596,"Advogado Imobiliário",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1597,"ADVOGADO JUNIOR ",NULL,Juridico,2500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1598,"Advogado Cível",NULL,Juridico,7500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1599,"Advogado Administrativo",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1600,"Advogado Imobiliario",NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1601,"Advogado Pleno ",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1602,"ADVOGADO ",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1603,"ADVOGADO AUDIENCISTA ",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1604,"Advogado Imobiliário ",NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1605,Advogado,NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1606,"Advogado Trabalhista",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1607,"Advogado Cível",NULL,Juridico,7500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1608,"Assistente administrativo Juridico",NULL,Juridico,2500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1609,Advogado,NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1610,"Estágio ",NULL,Juridico,2001.00,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1611,"Assistente e Trainee Jurídico",NULL,Juridico,2500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1612,"Advogado Consumerista",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1613,Advogado,NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1614,"Advogado Sênior ",NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1615,"Advogado Cível",NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1616,"Advogado Pleno",pl,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1617,Advogado,NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1618,"Advogado Controller Jurídico ",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1619,"Advogado Contencioso Bancário",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1620,"Analista de Licitações",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1621,"Advogado Trabalhista",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1622,Advogado,NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1623,"Advogado Trabalhista",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1624,"Advogado Trabalhista",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1625,"advogado trabalhista",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1626,Advogado,NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1627,"Advogado Tributarista",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1628,"ADVOGADO TRABALHISTA",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1629,"Advogado Trabalhista",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1630,Advogado,NULL,Juridico,9500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1631,Advogado,NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1632,"Advogado Trabalhista",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1633,"Advogado Trabalhista",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1634,"Advogado Trabalhista",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1635,"advogado trabalhista",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1636,"ADVOGADO TRABALHISTA",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1637,"Advogado Trabalhista",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1638,"Advogado Trabalhista",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1639,"Advogado Trabalhista",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1640,Advogado,NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1641,"Analista de Licitações",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1642,Advogado,NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1643,Advogado,NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1644,"Advogado Tributarista",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1645,"Analista de Licitações",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1646,"Analista Licitação",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1647,"Analista de Licitações",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1648,"Analista de Licitação",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1649,"Analista de Licitações",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1650,"Advogado Tributarista",NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1651,"Analista de Licitações",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1652,"Analista de Licitações",NULL,Juridico,2500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1653,"Advogado Administrativo",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1654,"Advogado Cível",NULL,Juridico,7500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1655,"Advogado Consumerista",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1656,"Advogado Área Cível",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1657,"Advogado Cível",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1658,"Advogado Cível",NULL,Juridico,2500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1659,"Advogado Cível",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1660,"Advogado Cível",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1661,"Pessoa Analista Jurídico Pleno",pl,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1662,"Advogado Pleno",pl,Juridico,9500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1663,"Assistente Jurídico",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1664,"Estagiário em Direito Imobiliário",NULL,Juridico,2000.00,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1665,"Gerente Jurídico",NULL,Juridico,17500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1666,"Coordenador Jurídico",NULL,Juridico,12500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1667,"Auxiliar Juridico ",NULL,Juridico,2000.00,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1668,"Advogado Imobiliário",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1669,"ESTÁGIO JURÍDICO",NULL,Juridico,2000.00,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1670,"ADVOGADO ",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1671,"Estágio em Direito ",NULL,Juridico,2000.00,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1672,"Auxiliar Jurídico",NULL,Juridico,2000.00,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1673,"Advogado Imobiliário",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1674,"Advogado Imobiliario",NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1675,"Advogado Societário",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1676,"Advogado Imobiliário",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1677,"Advogado Imobiliário",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1678,"Advogado Imobiliário",NULL,Juridico,17500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1679,"Advogado imóbiliario",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1680,"Advogado Imobiliário",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1681,"Advogado ",NULL,Juridico,9500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1682,"Advogado Securitário",NULL,Juridico,7500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1683,"Advogado Imobiliário",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1684,"Advogado Associado ",NULL,Juridico,2500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1685,"Advogado Associado ",NULL,Juridico,2500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1686,"ESTAGIO DE COMPLIANCE ",NULL,Juridico,2000.00,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1687,"Pessoa Analista Jurídico Pleno",pl,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1688,"Advogado Jr",jr,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1689,"Estágio em Direito Empresarial",NULL,Juridico,2000.00,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1690,"Gerente Jurídico",NULL,Juridico,17500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1691,"Gerente Jurídico",NULL,Juridico,20000.00,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1692,"Advogado Cível",NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1693,"Advogado Imobiliário",NULL,Juridico,17500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1694,"Advogado Jr",jr,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1695,"Advogado imóbiliario",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1696,"Advogado Pleno",pl,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1697,"Advogado Junior",jr,Juridico,2500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1698,"Advogado ",NULL,Juridico,9500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1699,Advogado,NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1700,"Advogado ",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1701,Advogado,NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1702,"Advogado Pleno ",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1703,"Advogado Consumerista",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1704,"Advogado Imobiliário",NULL,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1705,"Advogado Pleno",pl,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1706,"Advogado Pleno",pl,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1707,"Advogado Júnior",jr,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1708,Advogado,NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1709,"Advogado Direito Aeronáutico ",NULL,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1710,"Advogado Imobiliário Junior",jr,Juridico,4500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1711,"Advogado Associado ",NULL,Juridico,2500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1712,"Advogado Júnior ",jr,Juridico,3500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1713,"Advogado ",NULL,Juridico,9500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1714,"Advogado Contencioso Tributário Pleno",pl,Juridico,9500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1715,"Gerente Jurídico",NULL,Juridico,17500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1716,"Assistente Jurídico Administrativo",NULL,Juridico,6500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
1717,"Advogado Imobiliário",NULL,Juridico,5500.50,SP,NULL,presencial,"2025-03-04 21:08:44","2025-03-04 21:08:44",2025,NULL,NULL,NULL
